check_id,crop_path,label
ac00877,outputs\part_c\crops\train\ac00877.png,فقط اربعه عشر الف و مايه و سته ريال لا غير
ac00733,outputs\part_c\crops\train\ac00733.png,فقط اثنان وثلاثون الف وسبعمايه وثلاثه وثلاثون ريال لا غير
ac00892,outputs\part_c\crops\train\ac00892.png,الفين ريال لا غير
ac01372,outputs\part_c\crops\train\ac01372.png,خمسه عشر الف ريال فقط لا غير
ac01759,outputs\part_c\crops\train\ac01759.png,مايه وسبع وعشرون الف وثمانمايه ريالا لا غير
ac00195,outputs\part_c\crops\train\ac00195.png,الف وخمسمايه وخمسه وستون ريال لا غير
ac00397,outputs\part_c\crops\train\ac00397.png,فقط واحد و عشرون الف ريال لا غير
ac00843,outputs\part_c\crops\train\ac00843.png,فقط سته الاف و ثمانمايه و عشرون ريال لا غير
ac01527,outputs\part_c\crops\train\ac01527.png,فقط الف وميه وخمسه وعشرون ريال لا غير
ac00505,outputs\part_c\crops\train\ac00505.png,ثلاثه الاف و ثمانون ريالا فقط لا غير
ac00980,outputs\part_c\crops\train\ac00980.png,خمسه عشر الف وسبعه عشر ريال فقط
ac01200,outputs\part_c\crops\train\ac01200.png,خمسه الاف و مايتان و ثمانيه و سبعون ريال
ac01188,outputs\part_c\crops\train\ac01188.png,ثلاثمايه الف ريال لا غير
ac01506,outputs\part_c\crops\train\ac01506.png,سبعه وثلاثون الف وثلاثمايه وعشره ريالات
ac00273,outputs\part_c\crops\train\ac00273.png,اربعه الاف و ثمانمايه ريال فقط لا غير
ac01573,outputs\part_c\crops\train\ac01573.png,وقدره تسعمايه وثمانون ريال لا غير
ac00446,outputs\part_c\crops\train\ac00446.png,فقط خمسه وسبعون الف ريال لا غير
ac01008,outputs\part_c\crops\train\ac01008.png,فقط ثلاثه الاف ريال لاغير
ac01393,outputs\part_c\crops\train\ac01393.png,احدي عشر الف وتسعمايه وثمانيه عشر ريال لا غير
ac00578,outputs\part_c\crops\train\ac00578.png,سته الاف و سته خمسون ريال فقط لا غير
ac00495,outputs\part_c\crops\train\ac00495.png,فقط مايه وثلاثه عشر الف ريال لا غير
ac01068,outputs\part_c\crops\train\ac01068.png,خمسه الاف ومايه وخمسه اربعون ريال
ac01547,outputs\part_c\crops\train\ac01547.png,وقدره ثلاثه الف ريال لا غير
ac00684,outputs\part_c\crops\train\ac00684.png,فقط خمسمايه ريال لا غير
ac00065,outputs\part_c\crops\train\ac00065.png,ثمانيه و عشرون الف و اربعمايه و خمسه و اربعون ريال لا غير
ac00140,outputs\part_c\crops\train\ac00140.png,فقط اربعه الاف ريال لا غير
ac00476,outputs\part_c\crops\train\ac00476.png,فقط الفان وخمسه وخمسون ريالا لا غير
ac00122,outputs\part_c\crops\train\ac00122.png,فقط خمسه الاف وسبعمايه وخمسون ريال لا غير
ac01314,outputs\part_c\crops\train\ac01314.png,سبعمايه ريال فقط لا غير
ac01473,outputs\part_c\crops\train\ac01473.png,اربعه الاف وسبعمايه وسبعه وثلاثون ريال
ac00147,outputs\part_c\crops\train\ac00147.png,ثلاثه الاف وثمانمايه واربعه وثمانون ريال لا غير
ac00014,outputs\part_c\crops\train\ac00014.png,ثلاثه الاف و ثلاثه فقط
ac01779,outputs\part_c\crops\train\ac01779.png,اثنان وخمسون الف وخمسايه ريال لا غير
ac01227,outputs\part_c\crops\train\ac01227.png,سبعه عشر الف ريال لا غير
ac00479,outputs\part_c\crops\train\ac00479.png,فقط الفان وثمانمايه وواحد وستون ريالا لا غير
ac01152,outputs\part_c\crops\train\ac01152.png,فقط خمسه و اربعون الف و تسعمايه و ثلاثون ريال و خمسون هلله لا غير
ac01226,outputs\part_c\crops\train\ac01226.png,فقط ثلاثه عشر الف وثمانيه وستون ريال لا غير
ac00043,outputs\part_c\crops\train\ac00043.png,ثلاثه عشر الف و ثلاثمايه و ثلاثه و عشرون ريال لا غير
ac00700,outputs\part_c\crops\train\ac00700.png,ثلاثون الف ريال فقط لا غير
ac00133,outputs\part_c\crops\train\ac00133.png,فقط واحد وعشرون الف وخمسمايه وسته وعشرون ريال وخمس هللات
ac00468,outputs\part_c\crops\train\ac00468.png,تسعمايه وتسعه ريال لا غير
ac00515,outputs\part_c\crops\train\ac00515.png,فقط الفين و ثمانمايه و اربعه و سبعون ريال لا غير
ac00250,outputs\part_c\crops\train\ac00250.png,ثلاثه الاف و ميتان و ثلاثه و تسعون ريال لا غير
ac00934,outputs\part_c\crops\train\ac00934.png,فقط سته الاف ومايتان وثمانيه واربعون ريال لا غير
ac01075,outputs\part_c\crops\train\ac01075.png,عشره الاف ريال لا غير
ac00907,outputs\part_c\crops\train\ac00907.png,خمسمايه و اربعه ريال فقط لا غير
ac00773,outputs\part_c\crops\train\ac00773.png,فقط الف وسبعمايه ريالا لا غير
ac01783,outputs\part_c\crops\train\ac01783.png,تسعمايه وسبعون ريال
ac01398,outputs\part_c\crops\train\ac01398.png,سته الاف واثنان ريال وخمسون هلله فقط
ac01665,outputs\part_c\crops\train\ac01665.png,فقط اربعمايه وخمسون ريال لا غير
ac00646,outputs\part_c\crops\train\ac00646.png,عشره الاف ريال
ac01484,outputs\part_c\crops\train\ac01484.png,تسعه الاف وثمانيه وعشرون ريال لا غير
ac00419,outputs\part_c\crops\train\ac00419.png,الف وتسعمايه وثمانون ريال لا غير
ac01436,outputs\part_c\crops\train\ac01436.png,فقط ثلاثه الاف وخمسمايه وخمسه وثمانون ريال لا غير
ac01752,outputs\part_c\crops\train\ac01752.png,فقط اربعه الاف ومايه واثنين وعشرون ريال لا غير
ac01571,outputs\part_c\crops\train\ac01571.png,فقط سته عشر الف وستمايه تسعه وعشرون ريال
ac01605,outputs\part_c\crops\train\ac01605.png,فقط الفين وثمانمايه وخمسه وتسعون ريالا لا غير
ac00441,outputs\part_c\crops\train\ac00441.png,ثمانيه عشر الف فقط
ac00876,outputs\part_c\crops\train\ac00876.png,فقط الفان و تسعمايه و اثنان و اربعون ريال لا غير
ac01264,outputs\part_c\crops\train\ac01264.png,سبعه الف وخمسون ريال فقط
ac01096,outputs\part_c\crops\train\ac01096.png,مايه وتسعه اربعون الاف وثمانمايه ريال لا غير
ac01676,outputs\part_c\crops\train\ac01676.png,الفين وخمسمايه ريال فقط لا غير
ac00344,outputs\part_c\crops\train\ac00344.png,الف وثمانمايه و خمسه عشر ريالا لا غير
ac01142,outputs\part_c\crops\train\ac01142.png,فقط سبعمايه و ثمانيه و عشرون ريال لا غير
ac00986,outputs\part_c\crops\train\ac00986.png,خمسه وثلاثون الف ريال فقط
ac01374,outputs\part_c\crops\train\ac01374.png,خمسه الاف ومايه وخمسه واربعون ريال
ac00265,outputs\part_c\crops\train\ac00265.png,خمسمايه ريال لا غير
ac00260,outputs\part_c\crops\train\ac00260.png,ستمايه و سبعون ريال لا غير
ac01106,outputs\part_c\crops\train\ac01106.png,سبعه الاف ريال لا غير
ac01582,outputs\part_c\crops\train\ac01582.png,فقط الف واربعمايه سته وثلاثون ريال لا غير
ac00143,outputs\part_c\crops\train\ac00143.png,فقط ثمانمايه وخمسه واربعون ريال وخمسه وعشرون هلله
ac01009,outputs\part_c\crops\train\ac01009.png,ثلاثه الاف وستمايه وواحد وخمسون ريال دفعه علي الحساب
ac01523,outputs\part_c\crops\train\ac01523.png,فقط واحد وثلاثون الف وخمسمايه ريال لا غير
ac00177,outputs\part_c\crops\train\ac00177.png,خمسمايه وسته وسبعون ريالا لا غير
ac01747,outputs\part_c\crops\train\ac01747.png,مايه وخمسون الف ريالا لا غير
ac01686,outputs\part_c\crops\train\ac01686.png,فقط الفان وتسعمايه وسته وستون ريال و15هلله لا غير
ac00501,outputs\part_c\crops\train\ac00501.png,الفين ومايتين وعشرون ريالا فقط لا غير
ac00120,outputs\part_c\crops\train\ac00120.png,اربعه عشر الف ريال
ac00498,outputs\part_c\crops\train\ac00498.png,خمسه وعشرون الف ريال لا غير
ac00637,outputs\part_c\crops\train\ac00637.png,الفان ريال لا غير
ac00752,outputs\part_c\crops\train\ac00752.png,فقط خمسه الاف وثمانمايه وخمسون ريال لا غير
ac00232,outputs\part_c\crops\train\ac00232.png,فقط الف و مايتين ريال لا غير
ac00039,outputs\part_c\crops\train\ac00039.png,و قدره ثلاثه الف و خمسمايه ريال لا غير
ac01014,outputs\part_c\crops\train\ac01014.png,الف وميتان وخمسه عشرون ريال لا غير
ac00671,outputs\part_c\crops\train\ac00671.png,فقط سبعه الف وثمانمايه وخمسون ريال لا غير
ac01248,outputs\part_c\crops\train\ac01248.png,تسعمايه واثنان وسبعون ريالا لا غير
ac00001,outputs\part_c\crops\train\ac00001.png,الف و ثلاثمايه و خمسون ريال فقط لا غير
ac01102,outputs\part_c\crops\train\ac01102.png,خمسه الاف ومايتان ريال لا غير
ac01121,outputs\part_c\crops\train\ac01121.png,خمس مايه ريال فقط لا غير
ac00335,outputs\part_c\crops\train\ac00335.png,الف و مايتان و واحد و ستون ريالا لا غير
ac01586,outputs\part_c\crops\train\ac01586.png,فقط تسعمايه وتسعه وتسعون ريال 66 100 هلله
ac00774,outputs\part_c\crops\train\ac00774.png,فقط خمسه الاف ريال لا غير
ac01655,outputs\part_c\crops\train\ac01655.png,فقط سته الاف وخمسمايه وعشرون ريال لا غير
ac01785,outputs\part_c\crops\train\ac01785.png,عشره الاف ريال فقط
ac01713,outputs\part_c\crops\train\ac01713.png,فقط سته وخمسون الف واربعمايه واثنان وخمسون ريال لا غير
ac01617,outputs\part_c\crops\train\ac01617.png,فقط ثمانيه وسبعون الفا وخمسمايه وثلاثون ريال لا غير
ac01330,outputs\part_c\crops\train\ac01330.png,سبعمايه واربعون ريال لا غير
ac00619,outputs\part_c\crops\train\ac00619.png,فقط الف وواحد وستون ريال لا غير
ac01302,outputs\part_c\crops\train\ac01302.png,سبعه الاف وتسعمايه وسته وخمسون ريال
ac00220,outputs\part_c\crops\train\ac00220.png,اربعه الاف و مايتان و سبعه و ثمانون ريال و 50 هلله
ac01053,outputs\part_c\crops\train\ac01053.png,ثلاثه الاف وستمايه واثنين واربعين ريال
ac00373,outputs\part_c\crops\train\ac00373.png,فقط ثلاثه عشر الف و ستمايه ثمانيه عشر ريال لا غير
ac01585,outputs\part_c\crops\train\ac01585.png,فقط ثلاثه الاف وثلاثمايه وثمانيه وستون ريال 40 100 ه
ac01039,outputs\part_c\crops\train\ac01039.png,ثلاثه الاف وثمانمايه ريال لا غير
ac00547,outputs\part_c\crops\train\ac00547.png,فقط خمسه و عشرون الف ريال لا غير
ac01498,outputs\part_c\crops\train\ac01498.png,تسعمايه خمسون ريال لا غير
ac01503,outputs\part_c\crops\train\ac01503.png,سبعه عشر الف وخمسمايه وخمسون ريال فقط
ac00006,outputs\part_c\crops\train\ac00006.png,فقط اربعه الاف ريال لا غير
ac00939,outputs\part_c\crops\train\ac00939.png,فقط اربعه الف و مايه وتسعه وستون ريال لا غير
ac00328,outputs\part_c\crops\train\ac00328.png,ست عشر الف و سبعمايه و خمسون ريال
ac00900,outputs\part_c\crops\train\ac00900.png,الف و ستمايه و عشرون ريالا لا غير
ac00609,outputs\part_c\crops\train\ac00609.png,اربعه الاف وسبعمايه ريال لا غير
ac01809,outputs\part_c\crops\train\ac01809.png,فقط احد عشر الف واربعمايه واثنان وتسعون ريال فقط
ac01768,outputs\part_c\crops\train\ac01768.png,خمس ميه ريال لا غير
ac01334,outputs\part_c\crops\train\ac01334.png,احدي عشره الف ومايه وسبعه واربعون ريال وخمسون هلله فقط لا غير
ac01599,outputs\part_c\crops\train\ac01599.png,فقط خمسه الاف وميتا وخمسون ريال لا غير
ac01718,outputs\part_c\crops\train\ac01718.png,عشره اللاف ريال فقط
ac01562,outputs\part_c\crops\train\ac01562.png,فقط خمسه عشره الف وسبعمايه وخمسون ريال لا غيرها
ac01115,outputs\part_c\crops\train\ac01115.png,وقدره ثلاثه و ثلاثون الفا و مايتان و ثمانون ريال لا غير
ac01419,outputs\part_c\crops\train\ac01419.png,مايتان وخمسون ريال فقط
ac00237,outputs\part_c\crops\train\ac00237.png,احدا عشر الف و خمسمايه ريال لا غير
ac01501,outputs\part_c\crops\train\ac01501.png,فقط خمسه الاف ومايه ريال لا غير
ac01651,outputs\part_c\crops\train\ac01651.png,فقط عشرون الف وثلاثمايه وثلاثه وعشرين ريال وخمسون هلله
ac00023,outputs\part_c\crops\train\ac00023.png,فقط خمسه الاف و خمسمايه و عشرين ريالا لا غير
ac01151,outputs\part_c\crops\train\ac01151.png,عشره الاف ريال لا غير
ac00522,outputs\part_c\crops\train\ac00522.png,فقط عشرون الف ريال لا غير
ac01099,outputs\part_c\crops\train\ac01099.png,الفان وسبعمايه وثلاث وتسعون ريالا لا غير
ac00970,outputs\part_c\crops\train\ac00970.png,الف واربعمايه واربعون ريال
ac01242,outputs\part_c\crops\train\ac01242.png,الفان وخمسمايه ريال لا غير
ac00790,outputs\part_c\crops\train\ac00790.png,وقدره ثمانيه عشر الف ومايتان وخمسون ريال فقط
ac00797,outputs\part_c\crops\train\ac00797.png,اربعمايه ريال لا غير
ac00132,outputs\part_c\crops\train\ac00132.png,فقط خمسه عشر الف وستمايه وتسعه وعشرون ريال وخمس هللات
ac01243,outputs\part_c\crops\train\ac01243.png,وثلاثه واربعون ريال فقط لا غير
ac01795,outputs\part_c\crops\train\ac01795.png,فقط سته وعشرون الفا وسته واربعون ريالا لا غير
ac01416,outputs\part_c\crops\train\ac01416.png,خمسه الاف ريال فقط لا غير
ac01647,outputs\part_c\crops\train\ac01647.png,الف وميتان ريال لا غير
ac00332,outputs\part_c\crops\train\ac00332.png,فقط ثمانيه عشر الف و اربعمايه و اربعه و عشرون ريالا لا غير
ac01307,outputs\part_c\crops\train\ac01307.png,الفان وثلاثمايه وسبعه وثلاثين ريال سعودي فقط
ac00317,outputs\part_c\crops\train\ac00317.png,فقط الف و ستمايه ريال
ac00227,outputs\part_c\crops\train\ac00227.png,ثلاثه الاف و مايتان و سته و تسعون ريالا لا غير
ac00098,outputs\part_c\crops\train\ac00098.png,فقط خمسه الاف و ثلاثه و سبعون ريال فقط لا غير
ac01572,outputs\part_c\crops\train\ac01572.png,مايتان وسبعه وثمانون الف ومايه واحد وسبعون ريال لا غير
ac00188,outputs\part_c\crops\train\ac00188.png,سته الف ومايه اثنان واربعون ريال فقط لا غير
ac01024,outputs\part_c\crops\train\ac01024.png,الف اربعمايه ريال فقط لا غير
ac01057,outputs\part_c\crops\train\ac01057.png,الف وثلاثمايه وثمانين ريال فقط
ac00287,outputs\part_c\crops\train\ac00287.png,الفين و اربعمايه و اربعه و ثمانون ريال و 50 هلله
ac01700,outputs\part_c\crops\train\ac01700.png,فقط خمسه وتسعون الفا وثمانمايه وخمسون ريال
ac00750,outputs\part_c\crops\train\ac00750.png,سته الاف واثنان ريال 50 هلله
ac00827,outputs\part_c\crops\train\ac00827.png,الفان و ميتان و سته و تسعون ريال فقط لا غير
ac01217,outputs\part_c\crops\train\ac01217.png,فقط الف واربعمايه وسته وستون ريال لا غير
ac00887,outputs\part_c\crops\train\ac00887.png,اثنا عشر الف و خمسمايه و اربعه و اربعون ريال
ac01219,outputs\part_c\crops\train\ac01219.png,خمسه الاف ريال فقط لا غير
ac01554,outputs\part_c\crops\train\ac01554.png,خمسه عشر الف و تسعمايه وتسع تسعون ريال
ac00546,outputs\part_c\crops\train\ac00546.png,فقط عشره الاف ريال لا غير
ac01119,outputs\part_c\crops\train\ac01119.png,فقط ثلاثه و عشرون الف و اربعمايه و خمسه و سبعون ريال لا غير
ac01786,outputs\part_c\crops\train\ac01786.png,فقط خمسون الف ريال لا غير
ac01550,outputs\part_c\crops\train\ac01550.png,تسعمايه واربع وثلاثون ريال لا غير
ac00513,outputs\part_c\crops\train\ac00513.png,فقط اربعه شعر الف ريال لا غير
ac01803,outputs\part_c\crops\train\ac01803.png,فقط خمسمايه ثلاثه وسبعون ريال ريال و 2 100 هلله لا غير
ac00550,outputs\part_c\crops\train\ac00550.png,فقط تسعمايه و تسعون ريال لا غير
ac00296,outputs\part_c\crops\train\ac00296.png,فقط تسعمايه و خمسه و خمسون ريال فقط لا غير
ac00949,outputs\part_c\crops\train\ac00949.png,خمسمايه ريالا لا غير
ac01338,outputs\part_c\crops\train\ac01338.png,فقط تسعه وستون الف واربعمايه وخمسه عشر ريال
ac00819,outputs\part_c\crops\train\ac00819.png,فقط تسعه الاف و خمسمايه ريال لا غير
ac01036,outputs\part_c\crops\train\ac01036.png,اربعه عشر الف واربعمايه ريال لا غير
ac01365,outputs\part_c\crops\train\ac01365.png,سبعه الاف وثمانيه وتسعون ريال لا غير
ac00443,outputs\part_c\crops\train\ac00443.png,وقدره مايه الف ريال فقط لا غير
ac00652,outputs\part_c\crops\train\ac00652.png,فقط تسعه الاف وخمسمايه ريال لا غير
ac01495,outputs\part_c\crops\train\ac01495.png,فقط سبعه الاف ريال لا غير
ac01179,outputs\part_c\crops\train\ac01179.png,الف و مايه و احد عشر ريالا فقط
ac00440,outputs\part_c\crops\train\ac00440.png,فقط سته الاف وخمسمايه ريال لا غير
ac00137,outputs\part_c\crops\train\ac00137.png,فقط تسعمايه وعشرون ريال لا غير
ac00556,outputs\part_c\crops\train\ac00556.png,فقط الف و خمسمايه ريال لا غير
ac00831,outputs\part_c\crops\train\ac00831.png,ثلاثه الاف و سبعمايه و خمسه و ثلاثين ريال فقط لا غير
ac00654,outputs\part_c\crops\train\ac00654.png,فقط ثلاثه الاف وثلاثمايه وثمانون ريال
ac01673,outputs\part_c\crops\train\ac01673.png,خمسه الاف وخمسمايه وسته وستون ريال فقط لا غير
ac01794,outputs\part_c\crops\train\ac01794.png,ثمانون الف ريال
ac00477,outputs\part_c\crops\train\ac00477.png,سبعمايه واربعه وستون ريال
ac00116,outputs\part_c\crops\train\ac00116.png,ثلاث وعشرون الفا وميتان ثمانيه وثلاثون ريال
ac01614,outputs\part_c\crops\train\ac01614.png,فقط تسعه عشر الف وثلاثمايه وخمسه عشر ريال لا غير
ac01598,outputs\part_c\crops\train\ac01598.png,فقط اربعمايه ريال لا غيرها
ac00672,outputs\part_c\crops\train\ac00672.png,اربعه الاف ومايه ريال لا غير
ac01425,outputs\part_c\crops\train\ac01425.png,فقط سبعه الف وستمايه وعشرون ريال لا غير
ac00457,outputs\part_c\crops\train\ac00457.png,الف وثمانمايه ريال لا غير
ac01158,outputs\part_c\crops\train\ac01158.png,تسعه الاف و ميتان ريال لا غير
ac01433,outputs\part_c\crops\train\ac01433.png,فقط ثمانيه عشره الف ريال لا غير
ac01332,outputs\part_c\crops\train\ac01332.png,فقط خمسون الف ريال لا غير
ac00560,outputs\part_c\crops\train\ac00560.png,خمسون الف ريال لا غير
ac00786,outputs\part_c\crops\train\ac00786.png,الف وخمسمايه وخمسه وتسعون فقط لا غير
ac00958,outputs\part_c\crops\train\ac00958.png,الف وستمايه ريال لا غير
ac00339,outputs\part_c\crops\train\ac00339.png,فقط سته الاف و ستمايه و خمسه و خمسون ريال و 20 هلله لا غير
ac01805,outputs\part_c\crops\train\ac01805.png,فقط الف وميتان وعشره ريال و17 100 هلله لا غير
ac01518,outputs\part_c\crops\train\ac01518.png,فقط سبعه واربعمايه وواحد وستون ريال لا غير
ac01109,outputs\part_c\crops\train\ac01109.png,مايتتان وخمسون الف ريال لا غير
ac00358,outputs\part_c\crops\train\ac00358.png,واحد و ستون الف و سبعه و عشرون ريال و سبعون هلله لا غير
ac01322,outputs\part_c\crops\train\ac01322.png,فقط ثمانمايه و خمسه ثلاثون ريال لا غير
ac01269,outputs\part_c\crops\train\ac01269.png,فقط ثلاثمايه وخمسون الف ريال لا غير
ac00148,outputs\part_c\crops\train\ac00148.png,وقدره الف وثلاثمايه وخمسه ريال لا غير
ac01349,outputs\part_c\crops\train\ac01349.png,عشره الاف وسبعمايه وخمسه وسبعون ريال لا غير
ac01422,outputs\part_c\crops\train\ac01422.png,الف وسبعمايه واربعون ريال لا غير
ac01461,outputs\part_c\crops\train\ac01461.png,اربعون الاف ريال لا غير
ac00554,outputs\part_c\crops\train\ac00554.png,و قدره ستمايه و سبعون ريال
ac01395,outputs\part_c\crops\train\ac01395.png,خمسمايه ريال فقط
ac00437,outputs\part_c\crops\train\ac00437.png,فقط سته الاف ومايه واثنان وخمسون ريال لا غير
ac00735,outputs\part_c\crops\train\ac00735.png,اثنين واربعون الف وخمسمايه ريال فقط
ac00767,outputs\part_c\crops\train\ac00767.png,فقط خمسه الاف وتسعمايه وخمسه وخمسون ريالا لا غير
ac00338,outputs\part_c\crops\train\ac00338.png,خمسه عشر الف ريال فقط
ac00756,outputs\part_c\crops\train\ac00756.png,اربعه الاف وثلاثمايه واربعه ريالات وتعسون هلله لا غير
ac01323,outputs\part_c\crops\train\ac01323.png,فقط الف و ثلاثمايه و ثلاثون ريال لا غير
ac00938,outputs\part_c\crops\train\ac00938.png,فقط ثلاثون الف ريال لا غير
ac01767,outputs\part_c\crops\train\ac01767.png,فقط الف ومايه وسته وثمانون ريال لا غير
ac01760,outputs\part_c\crops\train\ac01760.png,سبع مايه وثمانون ريال فقط
ac00208,outputs\part_c\crops\train\ac00208.png,اربعه الاف و خمسون ريال لا غير
ac01790,outputs\part_c\crops\train\ac01790.png,فقط اربعه وعشرون الف ريال لا غير
ac00165,outputs\part_c\crops\train\ac00165.png,خمسه وعشرون الف ريال فقط لا غير
ac00600,outputs\part_c\crops\train\ac00600.png,فقط الفين و تسعمايه و ستون ريال لا غير
ac01608,outputs\part_c\crops\train\ac01608.png,فقط واحد وعشرون الف ريال لا غير
ac00474,outputs\part_c\crops\train\ac00474.png,فقط ثلاثه الاف وثلاثمايه وواحد وثلاثون ريالا لا غير
ac01377,outputs\part_c\crops\train\ac01377.png,تسعه الاف واربعمايه واربعه وثلاثون ريال لا غير
ac00095,outputs\part_c\crops\train\ac00095.png,فقط اربعه الاف و ستمايه و سبعه ريال لا غير
ac00144,outputs\part_c\crops\train\ac00144.png,قدره عشره الاف ريال لا غير
ac01466,outputs\part_c\crops\train\ac01466.png,فقط مليون ريال لا غير
ac00401,outputs\part_c\crops\train\ac00401.png,فقط ثلاثه الف ريال لا غير
ac01202,outputs\part_c\crops\train\ac01202.png,فقط ثلاثه عشر الف و خمسمايه ريال لا غير
ac00749,outputs\part_c\crops\train\ac00749.png,سته الاف واربعمايه وواحد وثلاثين وخمسه وعشرون هلله
ac01288,outputs\part_c\crops\train\ac01288.png,ثلاثه الاف وستمايه وثلاثه وسبعون ريال
ac01309,outputs\part_c\crops\train\ac01309.png,الفان واربعمايه وخمسون ريال لا غير
ac01723,outputs\part_c\crops\train\ac01723.png,خمسه الاف فقط
ac00608,outputs\part_c\crops\train\ac00608.png,سته عشره الف وتسعمايه وواحد وثمانون ريال
ac01147,outputs\part_c\crops\train\ac01147.png,فقط سته الاف و ثلاثمايه و ثلاثه و عشرون ريالا لا غير
ac00163,outputs\part_c\crops\train\ac00163.png,سبعه وستون الف ومايتان وسبعه وتسعون ريال لا غير
ac00784,outputs\part_c\crops\train\ac00784.png,فقط سته الاف ومايه وخمسه وثلاثون ريال لا غير
ac00258,outputs\part_c\crops\train\ac00258.png,فقط خمسون الف ريال لا غير
ac01114,outputs\part_c\crops\train\ac01114.png,الف و تسعمايه و سبعه عشر ريال و اربعه 64 100 لا غير
ac00950,outputs\part_c\crops\train\ac00950.png,عشره الاف ريال
ac01519,outputs\part_c\crops\train\ac01519.png,فقط الف وستمايه وخمسون ريال لا غير
ac00090,outputs\part_c\crops\train\ac00090.png,ثمانيه الاف ريال
ac01677,outputs\part_c\crops\train\ac01677.png,ستون ريالا فقط لا غير
ac00549,outputs\part_c\crops\train\ac00549.png,فقط الفان و ثمانمايه و تسعون ريال لا غير
ac01258,outputs\part_c\crops\train\ac01258.png,فقط خمسه الاف وتسعمايه وسبعه وعشرون ريال لا غير
ac00712,outputs\part_c\crops\train\ac00712.png,الف وستمايه ريال فقط
ac00744,outputs\part_c\crops\train\ac00744.png,فقط مليون ومايه واربعه وعشرون الف ريالا لا غير
ac00200,outputs\part_c\crops\train\ac00200.png,مايه وثلاثه وخمسون ريال لا غير
ac00787,outputs\part_c\crops\train\ac00787.png,الف وسبعمايه ريال لا غير
ac00191,outputs\part_c\crops\train\ac00191.png,الفان ومايتان وتسعه واربعون ريال لا غير
ac01801,outputs\part_c\crops\train\ac01801.png,فقط الف واربعمايه وخمسه وعشر ريال و 20 100 هلله لا غير
ac00697,outputs\part_c\crops\train\ac00697.png,اربعه الاف ومايتان وسبعه وثمانون ريال و 50 هلله
ac01588,outputs\part_c\crops\train\ac01588.png,فقط الفان ومايتا وتسعه وثلاثون ريال
ac00448,outputs\part_c\crops\train\ac00448.png,فقط ثمانمايه وخمسون ريالا لا غير
ac00323,outputs\part_c\crops\train\ac00323.png,سبعه الاف ميه و سبع ريالات لا غير
ac01776,outputs\part_c\crops\train\ac01776.png,اربعمايه واثنين وستون ريال
ac00704,outputs\part_c\crops\train\ac00704.png,خمسه الاف ريال
ac00875,outputs\part_c\crops\train\ac00875.png,خمسمايه ريال لا غير
ac01453,outputs\part_c\crops\train\ac01453.png,سته الاف واربعمايه وواحد وثلاثون ريال وخمسه عشرون هلله
ac00331,outputs\part_c\crops\train\ac00331.png,فقط تسعه و خمسون الف و اربعمايه و اربعه و سبعون ريال و 78 هلله لا غير
ac01675,outputs\part_c\crops\train\ac01675.png,سبعه الاف ريال لا غير
ac01579,outputs\part_c\crops\train\ac01579.png,خمسه الاف ومايتان واثنين وستعون ريالا لا غير
ac00013,outputs\part_c\crops\train\ac00013.png,فقط ثلاثه الاف ريال سعودي لا غير
ac01682,outputs\part_c\crops\train\ac01682.png,اربعه الاف واربعمايه ريال فقط
ac00577,outputs\part_c\crops\train\ac00577.png,فقط الفان و تسعمايه و اثنان و اربعون ريال لا غير
ac01228,outputs\part_c\crops\train\ac01228.png,احد عشر الف ومايه وسبعه واربعون ريال وخمسين هلله فقط لا غير
ac00929,outputs\part_c\crops\train\ac00929.png,سبعه و ستون الف و اربعمايه و اثنان ريال
ac00459,outputs\part_c\crops\train\ac00459.png,فقط اربعه الاف ومايتان وثلاثون ريال لا غير
ac00869,outputs\part_c\crops\train\ac00869.png,الف خمسمايه ريال لا غير
ac01798,outputs\part_c\crops\train\ac01798.png,فقط احد عشر الف ومايه وثلاثه ريال لا غير
ac01460,outputs\part_c\crops\train\ac01460.png,ثلاثه الاف ريال لا غير
ac01353,outputs\part_c\crops\train\ac01353.png,ثلاثه الاف وثلاثمايه ريال فقط
ac01491,outputs\part_c\crops\train\ac01491.png,فقط سبعه الف وثلاثمايه وثمانيه عشر ريال لا غير
ac00415,outputs\part_c\crops\train\ac00415.png,فقط تسعه الاف وسبعمايه وعشرون ريال لا غير
ac01167,outputs\part_c\crops\train\ac01167.png,فقط الفان و خمسمايه ريال
ac00055,outputs\part_c\crops\train\ac00055.png,فقط الف و خمسمايه و اثنين و ستون ريال لا غير
ac01254,outputs\part_c\crops\train\ac01254.png,سته عشر الف وتسعون ريال لا غير
ac01048,outputs\part_c\crops\train\ac01048.png,عشره الاف ريال لا غير
ac00484,outputs\part_c\crops\train\ac00484.png,اربعه الاف وثلاثمايه واثنان وعشرون ريال و 50 هلله لا غير
ac00455,outputs\part_c\crops\train\ac00455.png,فقط مايه وسته عشر الف وستمايه وتسعه وتسعون ريال وثمانيه وسبعون هلله لا غير
ac00193,outputs\part_c\crops\train\ac00193.png,فقط خمسه وثلاثون الف ريال لا غير
ac00062,outputs\part_c\crops\train\ac00062.png,فقط خمسه الاف و ستمايه و تسعون ريال لا غير
ac00066,outputs\part_c\crops\train\ac00066.png,فقط ثلاثه و اربعون الف و ستمايه و ثلاثه و سبعون ريال لا غير
ac00874,outputs\part_c\crops\train\ac00874.png,الف و سبعمايه و عشر ريال فقط لا غير
